name	name2
NM_001242891.1	CSDE1
NM_001242891.1	CSDE1
NM_001242891.1	CSDE1
NM_001242891.1	CSDE1
NM_001242891.1	CSDE1
NM_001242891.1	CSDE1
NM_XXX	SYCP1
NM_001282542.1	SYCP1
NM_XXX	TSHB
NM_152367.2	MAB21L3
NM_XXX	ATP1A1
NM_017709.4	TENT5C
NM_XXX	LOC100996263
NM_006784.3	WDR3
NM_XXX	SPAG17
NM_XXX	HSD3B1
NM_XXX	HMGCS2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_024408.4	NOTCH2
NM_XXX	SRGAP2-AS1
NM_XXX	PDE4DIP
NM_XXX	RNF115
NM_XXX	RNVU1-8
NM_XXX	MIR6077
NM_XXX	PRPF3
NM_182763.2	MCL1
NM_001197320.1	MCL1
NM_182763.2	MCL1
NM_XXX	ARNT
NM_XXX	TDRKH
NM_XXX	LELP1
NM_019554.3	S100A4
NM_XXX	ILF2
NM_XXX	ADAR
NM_001252406.2	ZBTB7B
NM_001256455.1	ZBTB7B
NM_001256455.1	ZBTB7B
NM_001366177.2	ASH1L
NM_XXX	RIT1
NM_001256821.2	RIT1
NM_XXX	RIT1
NM_XXX	CCT3
NM_001007792.1	NTRK1
NM_001161443.2	SH2D2A
NM_001161441.1	SH2D2A
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_001007792.1	NTRK1
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_014215.3	INSRR
NM_001012331.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_001007792.1	NTRK1
NM_XXX	ETV3
NM_XXX	FCRL4
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_003126.4	SPTA1
NM_004833.3	AIM2
NM_XXX	CADM3
NR_037870.1	CADM3-AS1
NM_XXX	DCAF8
NM_001330754.1	SLAMF1
NM_XXX	LOC101928372
NM_001330765.2	DEDD
NM_003001.3	SDHC
NM_003001.3	SDHC
NM_003001.3	SDHC
NM_003001.3	SDHC
NM_003001.3	SDHC
NM_003001.3	SDHC
NM_XXX	NOS1AP
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_001354983.2	DDR2
NM_XXX	CCDC190
NM_XXX	LOC101928404
NM_XXX	RGS5
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_031423.4	NUF2
NM_XXX	LOC100422212
NM_XXX	PBX1-AS1
NM_XXX	UCK2
NM_XXX	LINC01675
NM_001365849.1	POU2F1
NM_XXX	RCSD1
NM_XXX	DPT
NM_XXX	LINC01142
NM_XXX	PRRC2C
NM_XXX	MYOCOS
NM_XXX	LOC100506023
NM_XXX	DARS2
NM_XXX	KIAA0040
NM_XXX	TNR
NM_XXX	BRINP2
NM_XXX	LINC01741
NM_XXX	MIR4424
NM_XXX	TDRD5
NM_XXX	CACNA1E
NM_XXX	LINC01344
NM_XXX	NPL
NM_XXX	C1orf21
NM_XXX	NIBAN1
NM_031935.3	HMCN1
NM_XXX	HMCN1
NM_XXX	LINC01036
NM_XXX	PTGS2
NM_XXX	LINC01351
NM_XXX	BRINP3
NM_XXX	LINC01720
NM_XXX	RGS18
NM_XXX	RO60
NM_001173524.2	RO60
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_003783.3	B3GALT2
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_024529.4	CDC73
NM_XXX	B3GALT2
NM_XXX	CFH
NM_XXX	LINC01724
NM_XXX	F13B
NM_001257966.1	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001257965.2	CRB1
NM_001014434.1	LHX9
NM_XXX	LHX9
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_001267798.2	PTPRC
NM_002838.5	PTPRC
NM_002838.5	PTPRC
NM_002838.5	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_080921.3	PTPRC
NM_XXX	LINC02789
NM_XXX	NR5A2
NM_XXX	MROH3P
NM_XXX	NAV1
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_004433.5	ELF3
NM_001167858.1	PPP1R12B
NM_XXX	KDM5B
NM_006763.3	BTG2
NM_006763.3	BTG2
NM_XXX	LINC00628
NM_032833.4	PPP1R15B
NM_001204172.1	MDM4
NM_001278519.1	MDM4
NM_001278518.1	MDM4
NM_001278518.1	MDM4
NM_001278517.1	MDM4
NM_001278517.1	MDM4
NM_001278517.1	MDM4
NM_001278517.1	MDM4
NM_001278517.1	MDM4
NM_001278517.1	MDM4
NM_XXX	LEMD1-AS1
NM_XXX	ELK4
NM_001193322.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_001193321.2	IKBKE
NM_XXX	IL24
NM_XXX	CR2
NM_XXX	CD34
NM_XXX	LINC01774
NM_XXX	CAMK1G
NM_006147.4	IRF6
NM_006147.4	IRF6
NM_006147.4	IRF6
NM_006147.4	IRF6
NM_006147.4	IRF6
NM_006147.4	IRF6
NM_006147.4	IRF6
NM_XXX	KCNH1
NM_XXX	PPP2R5A
NM_XXX	FLVCR1
NM_XXX	LINC00538
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_005401.5	PTPN14
NM_XXX	KCNK2
NM_XXX	USH2A
NM_XXX	ESRRG
NM_XXX	GPATCH2
NM_XXX	LYPLAL1
NM_XXX	LYPLAL1-AS1
NM_XXX	HLX-AS1
NR_111939.1	DUSP10
NM_XXX	LINC02257
NM_XXX	TAF1A-AS1
NM_XXX	FBXO28
NM_XXX	CNIH3
NM_XXX	LEFTY2
NM_002107.6	H3-3A
NM_002107.6	H3-3A
NM_002107.6	H3-3A
NM_001618.4	PARP1
NM_001618.4	PARP1
NM_001618.4	PARP1
NM_001618.4	PARP1
NM_001618.4	PARP1
NM_001618.4	PARP1
