NCBI_ID,total_exons_length,mean,std,min,25%,50%,75%,max
NM_001281494.2,3177,549.7003462385899,93.05595525851119,301,489.0,530.0,598.0,829
NM_001282386.1,1245,594.1469879518072,219.6643853781055,268,454.0,546.0,595.0,1259
NM_001282387.1,1245,594.1469879518072,219.6643853781055,268,454.0,546.0,595.0,1259
NM_001293228.2,1395,712.2566308243728,377.3621235059677,8,353.5,882.0,1014.0,1155
NM_001293231.2,762,978.2335958005249,135.09485848235414,561,954.25,1012.0,1075.0,1155
NM_001293233.2,339,760.8525073746313,139.10453930810635,441,683.0,767.0,809.5,1109
NM_001353765.2,1659,1041.1844484629294,197.50331502122424,493,924.5,1066.0,1215.0,1328
NM_004304.5,4863,974.0789636027143,232.51321697281162,415,825.0,991.0,1148.0,1466
NM_005378.6,1395,712.2566308243728,377.3621235059677,8,353.5,882.0,1014.0,1155
NM_005896.4,1245,594.1469879518072,219.6643853781055,268,454.0,546.0,595.0,1259
NM_000249.4,2271,668.3496257155438,199.77557496145877,317,507.5,620.0,799.0,1151
NM_001098209.2,2346,771.3780903665814,218.6804638270994,312,613.0,727.0,889.0,1313
NM_001098210.2,2346,771.3780903665814,218.6804638270994,312,613.0,727.0,889.0,1313
NM_001167617.3,1977,664.8421851289833,187.7208264554078,317,514.0,634.0,794.0,1151
NM_001167618.3,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001167619.3,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001258271.2,2064,678.3076550387597,205.8578160903593,317,502.75,651.5,812.0,1151
NM_001258273.2,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001258274.3,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001330729.2,2325,773.4606451612904,218.52935112164909,312,616.0,729.0,893.0,1313
NM_001354615.2,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001354616.2,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001354617.2,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001354618.2,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001354619.2,1548,715.6046511627907,178.2436433934074,358,574.0,716.0,814.25,1151
NM_001354620.2,1977,664.8421851289833,187.7208264554078,317,514.0,634.0,794.0,1151
NM_001354621.2,1248,714.786858974359,144.04792735924156,418,595.75,722.0,805.0,1006
NM_001354622.2,1248,714.786858974359,144.04792735924156,418,595.75,722.0,805.0,1006
NM_001354623.2,1248,714.786858974359,144.04792735924156,418,595.75,722.0,805.0,1006
NM_001354624.2,1197,718.6950710108605,142.8193004910107,423,602.0,724.0,805.0,1006
NM_001354625.2,1197,718.6950710108605,142.8193004910107,423,602.0,724.0,805.0,1006
NM_001354626.2,1197,718.6950710108605,142.8193004910107,423,602.0,724.0,805.0,1006
NM_001354627.2,1197,718.6950710108605,142.8193004910107,423,602.0,724.0,805.0,1006
NM_001354628.2,2178,670.3769513314968,203.52135152119698,317,501.0,620.5,805.0,1151
NM_001354629.2,2172,677.5290055248619,199.25074899012017,317,518.0,645.0,805.0,1151
NM_001354630.2,2106,662.3385565052232,205.41517845285424,317,498.0,594.5,803.75,1151
NM_001354689.3,2007,770.9252615844545,235.51580480231848,342,567.0,755.0,939.0,1296
NM_001354690.3,1947,777.1597329224447,236.29378099481337,342,569.0,774.0,948.5,1296
NM_001354691.3,1704,791.5933098591549,244.44247103633407,342,561.0,814.0,974.0,1296
NM_001354692.3,1704,791.5933098591549,244.44247103633407,342,561.0,814.0,974.0,1296
NM_001354693.3,1848,792.7191558441558,232.2930808012451,342,590.0,803.0,960.0,1296
NM_001354694.3,1764,784.0090702947846,243.7207772728072,342,560.75,788.0,970.0,1296
NM_001354695.3,1605,810.398753894081,239.22780073984987,342,598.0,833.0,981.0,1296
NM_001904.4,2346,771.3780903665814,218.6804638270994,312,613.0,727.0,889.0,1313
NM_002880.4,1947,777.1597329224447,236.29378099481337,342,569.0,774.0,948.5,1296
NM_004656.4,2190,985.8954337899544,144.0544112190159,580,899.0,983.0,1103.0,1319
NM_006218.4,3207,475.2825070159027,91.12307877900398,224,413.0,474.0,534.0,692
NM_000142.5,2421,632.0388269310203,152.08169611593425,75,562.0,628.0,731.0,972
NM_000222.3,2931,591.0590242238144,193.00564881369752,176,459.5,547.0,705.5,1133
NM_001093772.2,2919,592.1832819458718,192.60089790889214,176,460.0,547.0,707.0,1133
NM_001163213.2,2427,624.8195302843017,154.58589065752764,75,554.0,620.0,728.5,972
NM_001347827.2,2424,655.9381188118812,193.5678508532719,256,522.75,644.0,758.0,1207
NM_001347828.2,3345,694.142600896861,232.86701429250567,0,551.0,686.0,854.0,1253
NM_001347829.2,3270,708.0275229357799,214.32761501840744,256,561.0,691.0,859.75,1253
NM_001347830.2,3309,708.348745844666,213.5265839179989,256,561.0,692.0,858.0,1253
NM_001354809.2,2424,631.963696369637,152.0030420950231,75,562.0,627.5,730.25,972
NM_001354810.2,2379,632.040773434216,153.60201521121297,75,561.0,625.0,735.0,972
NM_001385284.1,2934,590.7992501704158,193.07779794186746,176,459.0,547.0,704.75,1133
NM_001385285.1,2928,591.2534153005464,193.00886930471862,176,460.0,547.0,706.25,1133
NM_001385286.1,2916,592.3796296296297,192.6025767556052,176,461.0,548.0,707.0,1133
NM_001385288.1,2922,591.9212867898699,192.6754351559925,176,460.0,547.0,707.0,1133
NM_001385290.1,2931,590.9931763903105,193.08134933740982,176,459.5,547.0,705.5,1133
NM_001385292.1,2919,592.1171634121274,192.67745524085635,176,460.0,547.0,707.0,1133
NM_006206.6,3270,708.0275229357799,214.32761501840744,256,561.0,691.0,859.75,1253
NM_022965.4,2085,640.9496402877697,157.67196947423466,75,570.0,640.0,752.0,972
NM_000038.6,8532,593.8831458040319,144.2781816661277,238,508.0,571.0,666.0,1252
NM_001127510.3,8532,593.8831458040319,144.2781816661277,238,508.0,571.0,666.0,1252
NM_001127511.3,8478,605.2965322009908,159.66415387778164,238,510.0,577.0,675.0,1252
NM_001193376.3,3210,725.9009345794393,250.96387731091022,82,573.0,776.0,889.75,1205
NM_001285439.2,5199,476.41604154645125,101.21770059169224,136,411.0,484.0,555.0,664
NM_001285440.2,4158,479.9227994227994,106.36048314094457,136,412.0,487.0,567.0,664
NM_001354895.2,8532,593.8831458040319,144.2781816661277,238,508.0,571.0,666.0,1252
NM_001354896.2,8586,597.100046587468,149.42231258013163,238,508.0,572.0,668.0,1252
NM_001354897.2,8562,604.9592384956786,158.95510668179665,238,511.0,577.0,674.0,1252
NM_001354898.2,8457,599.5216980016554,151.35530661225516,238,510.0,575.0,669.0,1252
NM_001354899.2,8448,594.1115056818181,144.9310033553606,238,508.0,571.0,667.0,1252
NM_001354900.2,8409,600.1746937804733,148.94743386845786,238,511.0,575.0,670.0,1252
NM_001354901.2,8355,596.9095152603231,143.74152496320443,238,510.0,574.0,668.0,1252
NM_001354902.2,8259,592.1356096379707,138.3494992141906,238,509.0,572.0,665.0,1240
NM_001354903.2,8229,580.6049337708106,119.17590174443013,238,507.0,566.0,654.0,1101
NM_001354904.2,8154,586.3308805494236,128.3196801050178,238,508.0,570.0,660.0,1177
NM_001354905.2,8052,583.453303527074,118.2287483852512,238,508.0,569.0,658.0,1101
NM_001354906.2,7683,606.8913184953794,142.18608629547742,249,516.0,584.0,676.0,1252
NM_152756.5,5127,476.3333333333333,101.86694952939723,136,409.0,484.0,556.0,664
NM_198253.3,3399,737.1703442188879,249.7387524757407,82,586.5,789.0,902.0,1205
NM_000125.4,1788,882.3585011185683,267.7770197182541,196,683.0,838.5,1115.25,1427
NM_000367.5,738,493.079945799458,117.68243888639219,249,413.0,472.0,572.75,754
NM_001122740.2,1788,882.3585011185683,267.7770197182541,196,683.0,838.5,1115.25,1427
NM_001122741.2,1788,882.3585011185683,267.7770197182541,196,683.0,838.5,1115.25,1427
NM_001122742.2,1788,882.3585011185683,267.7770197182541,196,683.0,838.5,1115.25,1427
NM_001291230.2,1794,881.2179487179487,268.0538563957621,196,682.0,837.0,1114.0,1427
NM_001291241.2,1785,882.6392156862745,267.9141357067449,196,683.0,840.0,1116.0,1427
NM_001328100.2,933,818.3226152197213,235.94899220726796,348,593.0,792.0,1041.0,1204
NM_001346817.1,738,493.079945799458,117.68243888639219,249,413.0,472.0,572.75,754
NM_001346818.1,693,478.02164502164504,104.75791439830168,249,409.0,465.0,543.0,705
NM_001378891.1,7032,562.1811717861206,192.21822344815428,156,446.0,534.0,617.0,1392
NM_001378902.1,7026,562.3464275547965,192.19764248995065,156,446.0,534.0,617.0,1392
NM_001385568.1,1788,882.3585011185683,267.7770197182541,196,683.0,838.5,1115.25,1427
NM_001385569.1,1788,882.3585011185683,267.7770197182541,196,683.0,838.5,1115.25,1427
NM_001385570.1,1401,793.4218415417558,217.37470889103784,196,657.0,779.0,949.0,1204
NM_001385571.1,1401,793.4218415417558,217.37470889103784,196,657.0,779.0,949.0,1204
NM_001385572.1,1401,793.4218415417558,217.37470889103784,196,657.0,779.0,949.0,1204
NM_002944.3,7044,562.2396365701306,192.029571077787,156,446.0,534.0,617.0,1392
NM_000245.4,4173,693.2300503235083,226.49881589755307,281,521.0,631.0,828.0,1517
NM_000535.7,2589,803.057551178061,247.34589477773466,230,625.0,739.0,1004.0,1323
NM_001127500.3,4227,690.8242252188313,226.19532224354202,281,519.0,629.0,822.5,1517
NM_001322003.2,2184,850.9601648351648,231.22672472964422,419,664.0,798.0,1054.25,1323
NM_001322004.2,2184,850.9601648351648,231.22672472964422,419,664.0,798.0,1054.25,1323
NM_001322005.2,2184,850.9601648351648,231.22672472964422,419,664.0,798.0,1054.25,1323
NM_001322006.2,2433,813.9564323879983,250.7203039214238,230,631.0,772.0,1024.0,1323
NM_001322007.2,2271,841.3487450462352,235.35371991430108,333,662.0,788.0,1043.0,1323
NM_001322008.2,2271,841.3487450462352,235.35371991430108,333,662.0,788.0,1043.0,1323
NM_001322009.2,2217,848.8601714027966,230.21619161035022,419,663.0,793.0,1050.0,1323
NM_001322010.2,2028,867.7204142011834,230.91169393745665,419,674.0,836.5,1071.25,1323
NM_001322011.2,1656,905.4528985507246,233.78930831074177,459,691.0,916.0,1118.25,1323
NM_001322012.2,1656,905.4528985507246,233.78930831074177,459,691.0,916.0,1118.25,1323
NM_001322013.2,2016,862.844742063492,233.79584570966972,459,665.75,818.5,1073.25,1323
NM_001322014.2,2622,801.884820747521,246.0684503643919,230,627.0,737.0,994.0,1323
NM_001322015.2,2280,844.4052631578948,229.33827729103893,419,663.0,787.0,1040.0,1323
NM_001324401.3,2805,732.6663101604278,260.25119796769405,281,509.0,678.0,951.0,1517
NM_001324402.2,2883,602.6018036767256,200.5424729048681,281,488.0,570.0,646.0,1517
NM_001346897.2,3276,976.7750305250305,276.45140384208327,180,841.0,1006.0,1181.0,1601
NM_001346898.2,3411,980.4289064790385,272.7286952361745,180,849.0,1010.0,1182.0,1601
NM_001346899.2,3498,973.0051457975986,266.2102722255961,180,850.0,1008.0,1155.0,1601
NM_001346900.2,3474,1002.4242947610824,236.4673778471913,330,889.0,1020.0,1169.0,1601
NM_001346941.2,2832,981.8206214689266,264.94942558776887,180,860.0,1019.0,1156.0,1601
NM_001354609.2,2304,521.4045138888889,157.06374769298012,84,439.0,514.0,596.0,1064
NM_001374244.1,2421,533.1590251961999,161.56620035524503,84,443.0,522.0,608.0,1064
NM_001374258.1,2424,532.2813531353136,161.14840664096778,84,443.0,522.5,605.0,1064
NM_001378467.1,2313,521.119757890186,156.825112281662,84,439.0,513.0,596.0,1064
NM_001378468.1,2277,499.3864734299517,156.75635934967636,84,424.0,503.0,584.0,1064
NM_001378469.1,2235,520.5664429530201,159.02478211404548,84,436.0,512.0,596.0,1064
NM_001378470.1,2202,527.1148955495005,158.0628213371577,84,449.0,521.0,598.0,1064
NM_001378471.1,2193,519.8955768353853,159.89729408755352,84,436.0,513.0,594.0,1064
NM_001378472.1,2148,545.1908752327747,132.80859475843982,292,458.0,524.0,599.0,1064
NM_001378473.1,2145,546.1995337995338,133.23918811589388,292,458.0,524.0,602.0,1064
NM_001378474.1,2136,506.82022471910113,156.71149369422312,0,431.0,506.0,588.0,1064
NM_001378475.1,2040,514.6975490196079,164.78849134486924,84,429.75,504.0,587.0,1064
NM_004333.6,2301,522.3137766188613,157.57256913849207,84,439.0,514.0,597.0,1064
NM_005228.5,3633,976.5758326451968,263.02317350613936,180,855.0,1011.0,1159.0,1601
NM_005631.5,2364,876.6082910321489,282.65345341244665,55,790.0,955.0,1063.25,1215
NM_201282.2,1887,911.9962904080551,318.6117545623489,180,625.5,954.0,1163.0,1601
NM_201283.2,1218,878.2799671592775,291.2202214190344,180,657.25,919.0,1112.5,1400
NM_201284.2,2118,921.5613786591124,304.02673067035414,180,687.25,967.0,1135.0,1601
NM_001174063.2,2463,957.233455136013,141.00543969102793,488,862.0,967.0,1051.0,1321
NM_001174064.2,2439,955.9093890938909,141.54787259385023,488,860.0,964.0,1052.0,1321
NM_001174065.2,2463,957.0170523751523,141.37582824033908,488,862.0,967.0,1051.0,1321
NM_001174066.2,2202,957.811080835604,136.3097659699621,488,864.0,965.5,1048.0,1321
NM_001174067.2,2562,954.4996096799375,141.65404136290448,488,860.0,965.5,1050.0,1321
NM_001354367.2,2493,953.4616927396711,142.26093628766003,488,857.0,963.0,1052.0,1321
NM_001354368.2,2190,959.134703196347,135.45923997005517,488,866.0,966.5,1048.0,1321
NM_001354369.2,2487,954.1411338962605,141.75591673154247,488,858.0,963.0,1052.0,1321
NM_001354370.2,2226,954.3499550763702,137.23773907699103,488,858.0,962.0,1048.0,1321
NM_001354870.1,1362,982.071953010279,125.88314020532577,511,901.0,982.0,1066.0,1269
NM_002467.6,1365,981.4747252747253,126.38754920425411,511,901.0,982.0,1066.0,1269
NM_015850.4,2463,957.0170523751523,141.37582824033908,488,862.0,967.0,1051.0,1321
NM_023105.3,2202,957.811080835604,136.3097659699621,488,864.0,965.5,1048.0,1321
NM_023106.3,2196,958.3497267759562,136.10474562353255,488,865.0,966.0,1048.0,1321
NM_023110.3,2469,956.5398946942082,141.53491376825008,488,862.0,967.0,1051.0,1321
NM_000077.5,471,669.5138004246285,179.99593175247307,272,500.5,698.0,838.0,938
NM_000264.5,4344,964.7486187845304,281.9118732526987,19,785.0,1013.5,1191.0,1479
NM_001007097.3,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001018064.3,2469,827.465775617659,279.10263876425466,346,601.0,770.0,1039.0,1546
NM_001018065.2,1662,665.1594464500602,173.8897606362101,346,549.0,636.0,766.0,1126
NM_001018066.3,1614,673.4684014869888,169.5346350788108,346,557.0,641.5,770.0,1126
NM_001083602.3,4146,999.8130728412929,234.59945493045706,259,823.0,1038.0,1196.0,1479
NM_001083603.3,4341,984.6318820548261,240.46735397746298,381,790.0,1014.0,1191.0,1479
NM_001083604.3,3891,1018.533024929324,228.12014970371962,381,857.5,1064.0,1204.0,1479
NM_001083605.3,3891,1018.533024929324,228.12014970371962,381,857.5,1064.0,1204.0,1479
NM_001083606.3,3891,1018.533024929324,228.12014970371962,381,857.5,1064.0,1204.0,1479
NM_001083607.3,3891,1018.533024929324,228.12014970371962,381,857.5,1064.0,1204.0,1479
NM_001195132.2,504,690.4781746031746,190.89758560730172,272,509.0,702.0,874.25,994
NM_001291937.2,1395,669.6164874551971,176.50254695710402,346,553.0,627.0,746.5,1126
NM_001354918.2,4188,957.4957020057307,282.1722211504429,19,779.0,1004.0,1185.0,1479
NM_001354919.2,552,723.8333333333334,215.39363647236394,259,561.75,703.0,859.25,1154
NM_001363763.2,318,718.0125786163522,158.3965190732691,412,577.0,714.0,880.0,938
NM_001369532.1,2469,827.465775617659,279.10263876425466,346,601.0,770.0,1039.0,1546
NM_001369533.1,2469,827.465775617659,279.10263876425466,346,601.0,770.0,1039.0,1546
NM_001369534.1,2433,834.2108508014796,275.5499232646583,366,608.0,774.0,1042.0,1546
NM_001369535.1,2001,843.1194402798601,289.2197421112303,346,613.0,770.0,1067.0,1546
NM_001369536.1,2049,832.4055636896047,294.07118409780736,346,608.0,758.0,1060.0,1546
NM_001369537.1,1662,665.1594464500602,173.8897606362101,346,549.0,636.0,766.0,1126
NM_001369538.1,1614,673.4684014869888,169.5346350788108,346,557.0,641.5,770.0,1126
NM_001369539.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369540.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369541.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369542.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369543.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369544.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369545.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369546.1,1395,669.6164874551971,176.50254695710402,346,553.0,627.0,746.5,1126
NM_001369547.1,1416,663.9011299435028,178.0810713027061,346,544.0,621.0,742.25,1126
NM_001369548.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369549.1,1434,665.0857740585774,176.5364620561546,346,549.25,622.0,737.0,1126
NM_001369550.1,966,618.8426501035196,128.60329040672323,346,545.0,613.0,684.0,973
NM_001369551.1,966,618.8426501035196,128.60329040672323,346,545.0,613.0,684.0,973
NM_001369552.1,966,618.8426501035196,128.60329040672323,346,545.0,613.0,684.0,973
NM_002072.5,1080,623.0851851851852,185.3439458922996,296,462.0,609.0,763.0,1020
NM_006180.6,2517,819.0425109257052,282.95833737164975,346,594.0,762.0,1032.0,1546
NM_058195.4,399,620.3959899749374,112.94127786237337,355,519.0,649.0,709.5,831
NM_058197.5,351,719.8404558404559,188.5590855902965,272,593.0,786.0,884.0,916
NM_000141.5,2466,919.1313868613139,220.76776177056138,436,756.0,901.0,1103.0,1360
NM_000314.8,1212,494.5924092409241,143.60818290863367,243,414.75,477.0,573.0,1027
NM_001144913.1,2310,920.1809523809524,228.58624792902884,436,733.0,906.0,1120.0,1360
NM_001144914.1,2130,904.7666666666667,213.59238167873548,436,742.0,889.0,1090.75,1322
NM_001144915.2,2124,913.0889830508474,217.62506075016097,436,744.0,906.0,1097.25,1360
NM_001144916.2,2121,900.3969825553984,217.51553158672777,436,736.0,886.0,1083.0,1360
NM_001144917.2,2118,915.6879131255902,226.97207633181876,436,741.0,892.0,1103.0,1360
NM_001144918.2,2115,900.5754137115839,217.79616763062006,436,735.0,887.0,1084.0,1360
NM_001144919.2,2043,898.8301517376407,223.12329534999657,436,722.0,888.0,1093.0,1360
NM_001178133.2,1302,896.6236559139785,217.7160100299585,223,797.25,930.0,1047.0,1279
NM_001304717.5,1731,501.1120739456961,202.01697155519412,92,381.0,475.0,593.0,1039
NM_001304718.2,621,484.6747181964573,82.87306941336878,244,434.0,475.0,547.0,641
NM_001320654.2,1782,878.7210998877665,219.5990046535528,436,709.0,863.5,1039.5,1360
NM_001320658.2,2460,919.3304878048781,220.99838924611106,436,754.75,902.0,1103.25,1360
NM_001355216.1,2457,891.2747252747253,162.2403683348963,439,791.0,913.0,1005.0,1208
NM_016169.4,1455,919.1958762886597,216.51867773859215,223,821.0,969.0,1064.5,1279
NM_020630.6,3219,883.8151599875738,198.1849860481398,186,774.0,924.0,1016.0,1278
NM_020975.6,3345,877.1877428998505,197.48381777435063,186,749.0,915.0,1013.0,1278
NM_022970.3,2469,912.2098015390847,224.1216669705848,436,735.0,891.0,1103.0,1360
NM_023029.2,2199,899.1678035470668,214.4814631496166,436,739.5,886.0,1072.5,1360
NM_000051.4,9171,452.05593719332677,102.27454248110146,152,377.0,453.0,523.0,728
NM_001130442.3,570,683.1333333333333,117.3299305173077,417,580.0,702.5,779.0,898
NM_001318054.2,333,732.2972972972973,75.35929135732512,559,684.0,750.0,785.0,870
NM_001351834.2,9171,452.05593719332677,102.27454248110146,152,377.0,453.0,523.0,728
NM_001351835.2,339,405.37168141592923,55.983756312283255,252,368.0,421.0,447.0,489
NM_001351836.2,339,405.37168141592923,55.983756312283255,252,368.0,421.0,447.0,489
NM_005343.4,570,683.1333333333333,117.3299305173077,417,580.0,702.5,779.0,898
NM_176795.5,513,691.7212475633528,126.43628844576443,417,575.0,714.0,794.0,898
NM_000075.4,912,921.5263157894736,176.06073498147876,549,790.0,913.0,1052.0,1273
NM_001145337.3,1335,446.53932584269666,85.50604143850714,203,382.5,463.0,517.0,658
NM_001145339.2,1329,465.78781038374717,120.2827998078471,203,382.0,468.0,530.0,1040
NM_001145340.3,888,488.6081081081081,95.64172164661363,279,427.0,499.0,532.0,743
NM_001278462.2,966,476.94099378881987,99.87552686714916,279,397.0,488.0,529.0,743
NM_001367990.1,1476,462.1388888888889,100.85684611697363,203,391.0,473.5,523.0,743
NM_001369786.1,570,469.75087719298244,89.37416288950237,252,406.0,475.5,535.0,659
NM_001369787.1,567,436.06349206349205,117.29796339260328,211,314.0,450.0,535.0,659
NM_002392.5,1494,467.3473895582329,114.10107828083315,203,393.0,474.5,524.0,1040
NM_004985.5,567,436.06349206349205,117.29796339260328,211,314.0,450.0,535.0,659
NM_006231.4,6861,976.4831657192829,183.4141934831779,288,854.0,979.0,1103.0,1392
NM_033360.4,570,469.75087719298244,89.37416288950237,252,406.0,475.5,535.0,659
NM_000059.4,10257,462.6648142731793,92.31575952699909,220,404.0,457.0,513.0,835
NM_004119.3,2982,549.7800134138163,178.51404774640076,50,430.0,520.0,675.0,1034
NM_001014431.2,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_001014432.2,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_001382430.1,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_001382431.1,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_001382432.1,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_001382433.1,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_005163.2,1443,792.7969507969508,110.24217920872026,479,714.0,793.0,880.5,1023
NM_001007156.3,1839,879.5394235997825,254.51104297578289,316,668.0,952.0,1060.0,1343
NM_001012338.3,2520,954.8194444444445,245.21491319073607,189,797.75,987.0,1123.25,1391
NM_001243101.2,2454,972.681336593317,221.7253664304522,316,818.25,991.0,1130.75,1391
NM_001289910.1,1203,997.0324189526184,155.14343032528174,498,896.5,1012.0,1108.5,1374
NM_001290114.2,969,1004.3942208462332,149.88232094498716,605,909.0,1013.0,1105.0,1374
NM_001320134.1,1704,911.6173708920188,235.8250325831608,316,707.0,972.5,1068.0,1343
NM_001320135.2,1854,1011.9207119741101,202.02269852734355,432,903.25,1015.0,1162.75,1391
NM_001375810.1,2520,954.8194444444445,245.21491319073607,189,797.75,987.0,1123.25,1391
NM_001375811.1,2478,967.633979015335,226.47863312729586,316,813.0,989.0,1127.0,1391
NM_001375812.1,2454,972.681336593317,221.7253664304522,316,818.25,991.0,1130.75,1391
NM_001375813.1,1839,879.5394235997825,254.51104297578289,316,668.0,952.0,1060.0,1343
NM_001375814.1,1815,885.1988980716253,251.34864587837575,316,674.0,958.0,1063.0,1343
NM_002168.4,1359,921.6269315673289,275.95514653133677,60,852.5,985.0,1094.5,1374
NM_002530.4,2478,967.633979015335,226.47863312729586,316,813.0,989.0,1127.0,1391
NM_002755.4,1182,984.3079526226734,226.1152919138707,449,833.0,967.5,1181.0,1479
NM_000548.5,5424,828.9459808259587,114.75783671084923,458,755.0,834.0,914.0,1085
NM_001077183.3,5223,827.9234156614972,114.66572182077249,458,755.0,833.0,913.0,1085
NM_001114382.3,5355,829.4496732026143,114.97585881879046,458,755.0,834.0,915.0,1085
NM_001318827.2,5115,827.1442815249267,115.4504360809677,458,753.0,831.0,914.0,1085
NM_001318829.2,5079,827.1177397125418,114.90027663425609,458,754.0,831.0,912.0,1085
NM_001318831.2,4692,828.6760443307758,115.24843600304287,458,758.0,831.0,913.0,1085
NM_001318832.2,5256,827.3536910197869,114.59891375968184,458,753.75,832.0,913.0,1085
NM_001363528.2,5226,827.8214695752009,114.7118165145162,458,754.0,833.0,913.0,1085
NM_001370404.1,5292,827.427059712774,114.43901353123464,458,754.0,833.0,912.0,1085
NM_001370405.1,5283,827.2597009275033,114.60524718684545,458,753.0,832.0,912.0,1085
NM_021055.3,5295,827.3267233238905,114.48429132286925,458,754.0,833.0,912.0,1085
NM_024675.4,3561,583.8716652625667,184.68808076661094,202,477.0,545.0,625.0,1236
NM_000546.6,1182,949.4010152284264,144.95998431399286,509,859.0,942.0,1044.0,1251
NM_001005862.3,3678,950.2930940728656,147.25533544445412,482,856.25,960.0,1042.0,1368
NM_001126112.3,1182,949.4010152284264,144.95998431399286,509,859.0,942.0,1044.0,1251
NM_001126113.3,1041,930.895292987512,174.1798572732961,431,835.0,936.0,1042.0,1251
