NCBI_ID,total_exons_length,mean,std,min,25%,50%,75%,max
NM_000179.3,4083,393.7229977957384,69.74143417643863,201,360.5,408.0,433.0,625
NM_000251.3,2805,453.11479500891267,109.76951770469316,239,378.0,438.0,499.0,753
NM_000463.3,1602,555.9687890137328,69.20631711196279,331,524.0,567.0,602.0,713
NM_001258281.1,2607,446.367472190257,110.21561224489902,239,372.0,432.0,485.0,753
NM_001281492.2,3693,386.2434335228811,61.40596787704178,201,353.0,405.0,429.0,501
NM_001281493.2,3177,387.1057601510859,60.64509545050317,201,366.0,405.0,429.0,501
NM_001281494.2,3177,387.1057601510859,60.64509545050317,201,366.0,405.0,429.0,501
NM_001282386.1,1245,420.22008032128514,65.95293129418732,252,373.0,420.0,468.0,573
NM_001282387.1,1245,420.22008032128514,65.95293129418732,252,373.0,420.0,468.0,573
NM_001293228.2,1395,474.5168458781362,240.00048474682313,5,266.5,576.0,672.0,742
NM_001293231.2,762,598.4737532808399,82.38233336270181,385,554.25,599.0,666.0,727
NM_001293233.2,339,576.0914454277286,105.29184806906017,385,459.5,613.0,672.5,711
NM_001353765.2,1659,509.5581675708258,76.79515911637228,292,458.0,510.0,555.5,680
NM_004304.5,4863,493.7248611967921,110.9284495067495,238,413.0,499.0,577.0,786
NM_005378.6,1395,474.5168458781362,240.00048474682313,5,266.5,576.0,672.0,742
NM_005896.4,1245,420.22008032128514,65.95293129418732,252,373.0,420.0,468.0,573
NM_000249.4,2271,439.257155438133,80.78705849282126,191,380.0,441.0,501.0,629
NM_001098209.2,2346,294.0818414322251,40.37167559541799,164,270.0,296.0,321.0,379
NM_001098210.2,2346,294.0818414322251,40.37167559541799,164,270.0,296.0,321.0,379
NM_001167617.3,1977,433.8548305513404,77.18964676035235,191,378.0,437.0,495.0,629
NM_001167618.3,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001167619.3,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001258271.2,2064,440.7529069767442,83.57326450062479,191,378.0,445.0,504.0,629
NM_001258273.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001258274.3,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001330729.2,2325,294.39182795698923,40.367343168242364,164,270.0,297.0,321.0,379
NM_001354615.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001354616.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001354617.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001354618.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001354619.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629
NM_001354620.2,1977,433.8548305513404,77.18964676035235,191,378.0,437.0,495.0,629
NM_001354621.2,1248,412.7564102564103,68.94192870710546,191,362.0,424.0,459.0,539
NM_001354622.2,1248,412.7564102564103,68.94192870710546,191,362.0,424.0,459.0,539
NM_001354623.2,1248,412.7564102564103,68.94192870710546,191,362.0,424.0,459.0,539
NM_001354624.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539
NM_001354625.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539
NM_001354626.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539
NM_001354627.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539
NM_001354628.2,2178,438.46831955922863,82.18759229955002,191,378.0,439.0,502.0,629
NM_001354629.2,2172,443.3448434622468,79.69640318097609,191,383.0,446.0,503.0,629
NM_001354630.2,2106,437.5018993352327,82.76436084643893,191,377.0,438.0,502.0,629
NM_001354689.3,2007,470.65421026407574,76.12453072713392,262,417.0,470.0,519.0,650
NM_001354690.3,1947,473.05495634309193,75.96614813671506,262,424.0,473.0,521.0,650
NM_001354691.3,1704,459.91021126760563,68.42507834157347,262,414.0,466.0,503.25,598
NM_001354692.3,1704,459.91021126760563,68.42507834157347,262,414.0,466.0,503.25,598
NM_001354693.3,1848,474.76352813852816,77.12806435887592,262,425.0,476.0,527.0,650
NM_001354694.3,1764,457.6258503401361,68.42388595066917,262,408.0,464.0,501.0,598
NM_001354695.3,1605,461.06666666666666,69.73326391633768,262,416.0,466.0,508.0,598
NM_001904.4,2346,294.0818414322251,40.37167559541799,164,270.0,296.0,321.0,379
NM_002880.4,1947,473.05495634309193,75.96614813671506,262,424.0,473.0,521.0,650
NM_004656.4,2190,726.3191780821918,100.06585747002245,412,652.0,733.0,794.0,945
NM_006218.4,3207,306.2447770502027,102.57906107514894,139,228.0,282.0,362.0,631
NM_000142.5,2421,710.580751755473,168.35418864989236,108,630.0,728.0,826.0,1076
NM_000222.3,2931,279.8788809280109,78.585003221397,143,225.0,263.0,333.0,600
NM_001093772.2,2919,280.07125727989035,78.68744004519137,143,225.0,263.0,333.5,600
NM_001163213.2,2427,701.1104243922538,169.3746370800867,108,616.0,713.0,818.0,1076
NM_001347827.2,2424,356.3956270627063,74.75267127557406,194,298.75,350.0,420.0,520
NM_001347828.2,3345,354.4828101644245,85.71781982552568,2,305.0,355.0,417.0,520
NM_001347829.2,3270,361.068501529052,71.20782180849773,194,308.0,358.0,418.0,520
NM_001347830.2,3309,362.9564823209429,73.3234698949853,194,309.0,359.0,419.0,587
NM_001354809.2,2424,710.4781353135313,168.27533895138686,108,628.75,728.0,826.0,1076
NM_001354810.2,2379,710.4476670870114,170.00494258207576,108,624.0,732.0,828.0,1076
NM_001385284.1,2934,279.75426039536467,78.64138247613839,143,225.0,263.0,333.0,600
NM_001385285.1,2928,280.00648907103823,78.52398804548645,143,225.0,263.0,333.0,600
NM_001385286.1,2916,280.19958847736626,78.62604424393868,143,225.0,263.5,334.0,600
NM_001385288.1,2922,279.94592744695416,78.74417745609804,143,225.0,263.0,333.0,600
NM_001385290.1,2931,279.8816103718867,78.58073372589936,143,225.0,263.0,333.0,600
NM_001385292.1,2919,280.0739979445015,78.68315186931125,143,225.0,263.0,333.5,600
NM_006206.6,3270,361.068501529052,71.20782180849773,194,308.0,358.0,418.0,520
NM_022965.4,2085,707.0345323741008,176.6211278394105,108,628.0,719.0,835.0,1076
NM_000038.6,8532,335.72233942803564,53.75015378594975,203,295.0,329.0,368.0,520
NM_001127510.3,8532,335.72233942803564,53.75015378594975,203,295.0,329.0,368.0,520
NM_001127511.3,8478,339.72116065109697,65.0479327297183,203,295.0,329.0,370.0,684
NM_001193376.3,3210,639.5031152647975,221.47634223076182,54,498.25,716.0,797.0,973
NM_001285439.2,5199,214.4610502019619,61.04862458570582,81,171.0,200.0,254.0,396
NM_001285440.2,4158,203.04088504088503,53.06305237123909,81,166.0,193.0,239.0,370
NM_001354895.2,8532,335.72233942803564,53.75015378594975,203,295.0,329.0,368.0,520
NM_001354896.2,8586,335.43862101094805,53.70346561785211,203,295.0,328.0,368.0,520
NM_001354897.2,8562,340.88834384489604,65.85206867520978,203,296.0,330.0,371.0,684
NM_001354898.2,8457,337.66430176185406,59.0416585934716,203,295.0,329.0,369.0,646
NM_001354899.2,8448,334.4996448863636,52.502888800693405,203,295.0,328.0,367.0,520
NM_001354900.2,8409,335.62100130812223,53.953325772720625,203,295.0,328.0,368.0,520
NM_001354901.2,8355,335.9119090365051,54.0013889431262,203,295.0,329.0,368.0,520
NM_001354902.2,8259,340.26722363482264,66.48483023715706,203,295.0,328.0,368.0,684
NM_001354903.2,8229,334.9087373921497,53.96407236482528,203,295.0,327.0,366.0,520
NM_001354904.2,8154,336.9153789551141,59.45173645430996,203,295.0,327.0,367.0,646
NM_001354905.2,8052,335.0875558867362,54.231248864327796,203,295.0,327.0,366.0,520
NM_001354906.2,7683,336.4935572042171,52.0200060035905,203,297.0,330.0,368.0,520
NM_152756.5,5127,214.7973473766335,61.39679323905981,81,171.0,201.0,256.0,396
NM_198253.3,3399,644.3604001176817,216.8862312124485,54,514.0,718.0,795.0,973
NM_000125.4,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641
NM_000367.5,738,347.130081300813,59.94175726064477,243,300.0,334.0,394.0,498
NM_001122740.2,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641
NM_001122741.2,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641
NM_001122742.2,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641
NM_001291230.2,1794,378.4515050167224,125.52111183104611,101,260.0,399.5,474.0,641
NM_001291241.2,1785,379.2408963585434,125.27070332405623,101,261.0,400.0,474.0,641
NM_001328100.2,933,318.10610932475885,100.55868877192466,112,237.0,324.0,403.0,488
NM_001346817.1,738,347.130081300813,59.94175726064477,243,300.0,334.0,394.0,498
NM_001346818.1,693,338.7099567099567,51.4770095899869,243,297.0,331.0,377.0,450
NM_001378891.1,7032,273.3711604095563,103.67556261210808,85,197.0,244.0,329.0,560
NM_001378902.1,7026,273.4153145459721,103.70873401323065,85,197.0,244.0,329.0,560
NM_001385568.1,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641
NM_001385569.1,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641
NM_001385570.1,1401,356.8600999286224,129.4085848874078,101,253.0,371.0,453.0,641
NM_001385571.1,1401,356.8600999286224,129.4085848874078,101,253.0,371.0,453.0,641
NM_001385572.1,1401,356.8600999286224,129.4085848874078,101,253.0,371.0,453.0,641
NM_002944.3,7044,273.8422771152754,103.60096791200222,85,197.0,246.0,329.25,560
NM_000245.4,4173,268.4704049844237,58.74485676476247,147,233.0,253.0,296.0,451
NM_000535.7,2589,621.3480108149865,118.59458664848265,272,538.0,634.0,696.0,981
NM_001127500.3,4227,267.77099597823513,58.72696318915593,147,232.0,253.0,294.0,451
NM_001322003.2,2184,647.7591575091575,103.88464680985338,344,588.0,651.5,708.0,981
NM_001322004.2,2184,647.7591575091575,103.88464680985338,344,588.0,651.5,708.0,981
NM_001322005.2,2184,647.7591575091575,103.88464680985338,344,588.0,651.5,708.0,981
NM_001322006.2,2433,622.8701191944102,121.11238283245794,272,538.0,637.0,700.0,981
NM_001322007.2,2271,641.4161162483488,107.49863183259122,344,569.0,648.0,705.0,981
NM_001322008.2,2271,641.4161162483488,107.49863183259122,344,569.0,648.0,705.0,981
NM_001322009.2,2217,646.8628777627424,103.46218792293823,344,587.0,651.0,706.0,981
NM_001322010.2,2028,651.6168639053254,105.36591467809629,344,594.0,653.0,713.0,981
NM_001322011.2,1656,677.4088164251208,93.12472950557505,460,624.0,672.5,724.0,981
NM_001322012.2,1656,677.4088164251208,93.12472950557505,460,624.0,672.5,724.0,981
NM_001322013.2,2016,652.6364087301587,104.55598305147653,344,598.0,654.0,713.0,981
NM_001322014.2,2622,620.9225781845919,117.97731156786539,272,539.0,633.0,695.0,981
NM_001322015.2,2280,641.198245614035,107.07864430114837,344,567.0,648.0,705.0,981
NM_001324401.3,2805,242.79536541889482,37.32812509192218,146,223.0,244.0,256.0,377
NM_001324402.2,2883,283.3257023933403,63.3450865341008,158,242.5,263.0,324.0,451
NM_001346897.2,3276,555.5619658119658,112.61572357905285,158,480.0,567.0,631.25,774
NM_001346898.2,3411,555.7238346525945,111.0153801030561,158,482.0,568.0,630.0,774
NM_001346899.2,3498,557.4190966266437,109.15105059357276,158,487.0,575.0,628.0,774
NM_001346900.2,3474,568.7538860103627,92.36978690634601,293,502.0,580.0,629.0,774
NM_001346941.2,2832,560.9036016949152,108.17304758762769,158,504.75,579.0,625.0,774
NM_001354609.2,2304,310.42664930555554,88.86716878643455,62,257.0,315.0,369.0,498
NM_001374244.1,2421,320.2168525402726,97.38262091549187,62,262.0,319.0,375.0,572
NM_001374258.1,2424,320.2186468646865,97.278510430014,62,262.0,319.0,376.0,572
NM_001378467.1,2313,310.23130134025075,88.74934878113572,62,257.0,315.0,369.0,498
NM_001378468.1,2277,298.67369345630215,84.3205985312008,62,251.0,307.0,360.0,498
NM_001378469.1,2235,308.46308724832215,89.39210224072433,62,255.0,313.0,366.0,498
NM_001378470.1,2202,309.06130790190736,90.5562012781498,62,255.0,312.0,370.0,498
NM_001378471.1,2193,305.39306885544914,87.35470516223562,62,254.0,311.0,364.0,492
NM_001378472.1,2148,324.31517690875233,72.39129822243272,159,269.0,320.5,372.0,498
NM_001378473.1,2145,324.3188811188811,72.50834320661599,159,269.0,320.0,371.0,498
NM_001378474.1,2136,299.1530898876405,85.90373932914186,0,252.75,307.0,359.0,498
NM_001378475.1,2040,305.24460784313726,92.6892082630906,62,251.0,306.0,367.0,498
NM_004333.6,2301,310.41199478487613,88.97467502156452,62,257.0,315.0,368.0,498
NM_005228.5,3633,557.5020644095789,107.73152283202073,158,488.0,575.0,626.0,774
NM_005631.5,2364,628.2043147208121,199.55955131792922,32,588.0,685.0,744.0,887
NM_201282.2,1887,548.3831478537361,119.81607056524396,158,478.0,566.0,630.0,765
NM_201283.2,1218,524.3185550082102,128.66033195759536,158,466.25,537.0,616.0,756
NM_201284.2,2118,542.1359773371105,115.98394827803128,158,477.0,555.0,618.0,765
NM_001174063.2,2463,615.4510759236704,94.01696671516471,367,551.0,618.0,692.0,815
NM_001174064.2,2439,619.59942599426,91.37405125807169,367,559.0,621.0,693.0,815
NM_001174065.2,2463,615.0580592773041,94.8000218886616,332,551.0,618.0,692.0,815
NM_001174066.2,2202,611.6525885558583,93.0293130176151,332,550.0,614.0,685.0,815
NM_001174067.2,2562,612.8965651834504,94.37555638108216,332,549.0,616.0,690.0,815
NM_001354367.2,2493,603.4689129562776,92.71082616189996,332,541.0,607.0,677.0,815
NM_001354368.2,2190,612.6616438356165,92.08142928927265,367,551.0,614.0,685.0,815
NM_001354369.2,2487,604.0880579010857,91.95899982580309,367,541.0,607.0,677.0,815
NM_001354370.2,2226,598.9982030548068,90.09217749731515,332,539.0,604.0,663.75,815
NM_001354870.1,1362,675.6556534508077,66.5165119654311,469,631.25,674.0,724.0,817
NM_002467.6,1365,675.4827838827839,66.54575766502367,469,631.0,673.0,724.0,817
NM_015850.4,2463,615.0580592773041,94.8000218886616,332,551.0,618.0,692.0,815
NM_023105.3,2202,611.6525885558583,93.0293130176151,332,550.0,614.0,685.0,815
NM_023106.3,2196,611.9353369763206,92.99849563495506,332,550.0,614.0,685.0,815
NM_023110.3,2469,614.7982989064399,94.83109943536294,332,550.0,618.0,692.0,815
NM_000077.5,471,402.0297239915074,109.25815207779954,222,308.5,369.0,495.5,688
NM_000264.5,4344,560.7198434622468,126.93160387773179,27,503.0,560.0,627.0,859
NM_001007097.3,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001018064.3,2469,384.4232482786553,130.12779017936435,159,299.0,355.0,437.0,772
NM_001018065.2,1662,372.0800240673887,137.42332185624622,159,280.0,328.0,413.0,772
NM_001018066.3,1614,375.97831474597274,137.54089566216737,159,287.25,329.5,413.0,772
NM_001083602.3,4146,576.782682103232,100.46947120057557,231,512.0,564.0,631.0,859
NM_001083603.3,4341,574.1156415572449,100.16439936647453,312,509.0,561.0,629.0,859
NM_001083604.3,3891,577.2968388589052,100.84502879761737,312,512.0,564.0,629.0,859
NM_001083605.3,3891,577.2968388589052,100.84502879761737,312,512.0,564.0,629.0,859
NM_001083606.3,3891,577.2968388589052,100.84502879761737,312,512.0,564.0,629.0,859
NM_001083607.3,3891,577.2968388589052,100.84502879761737,312,512.0,564.0,629.0,859
NM_001195132.2,504,423.5416666666667,133.34136169086676,222,312.0,391.0,510.0,747
NM_001291937.2,1395,395.2810035842294,137.1332799699592,203,308.0,350.0,425.5,772
NM_001354918.2,4188,559.5448901623687,128.35301303163436,27,502.0,558.0,625.0,859
NM_001354919.2,552,513.8170289855072,95.34836804284974,231,442.75,497.0,571.25,700
NM_001363763.2,318,399.94025157232704,107.3966066464831,262,313.0,340.5,495.0,688
NM_001369532.1,2469,384.4232482786553,130.12779017936435,159,299.0,355.0,437.0,772
NM_001369533.1,2469,384.4232482786553,130.12779017936435,159,299.0,355.0,437.0,772
NM_001369534.1,2433,385.7476366625565,130.624022674685,159,301.0,357.0,438.0,772
NM_001369535.1,2001,353.81959020489757,97.52190490362658,159,281.0,333.0,413.0,603
NM_001369536.1,2049,351.17667154709613,97.88477772066403,159,274.0,331.0,412.0,603
NM_001369537.1,1662,372.0800240673887,137.42332185624622,159,280.0,328.0,413.0,772
NM_001369538.1,1614,375.97831474597274,137.54089566216737,159,287.25,329.5,413.0,772
NM_001369539.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369540.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369541.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369542.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369543.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369544.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369545.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369546.1,1395,395.2810035842294,137.1332799699592,203,308.0,350.0,425.5,772
NM_001369547.1,1416,393.8135593220339,137.34615107569684,192,309.0,350.0,424.0,772
NM_001369548.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369549.1,1434,393.62133891213387,135.71834003065467,203,307.0,345.0,422.75,772
NM_001369550.1,966,334.68426501035196,57.858830350801746,203,295.25,325.0,384.0,460
NM_001369551.1,966,334.68426501035196,57.858830350801746,203,295.25,325.0,384.0,460
NM_001369552.1,966,334.68426501035196,57.858830350801746,203,295.25,325.0,384.0,460
NM_002072.5,1080,302.0351851851852,104.1701336298756,142,215.75,301.0,345.0,604
NM_006180.6,2517,381.6881207787048,130.373168353594,159,294.0,350.0,436.0,772
NM_058195.4,399,409.62907268170426,103.45655635170252,256,315.5,386.0,509.5,578
NM_058197.5,351,534.2450142450142,138.1973012841209,222,444.5,583.0,655.0,694
NM_000141.5,2466,436.9586374695864,67.15905790910182,277,386.0,441.0,486.0,590
NM_000314.8,1212,324.2318481848185,103.70252129890102,153,266.75,318.0,358.0,742
NM_001144913.1,2310,436.26666666666665,67.6934013995583,277,386.0,441.0,483.0,590
NM_001144914.1,2130,435.28028169014084,69.0554731428787,277,384.0,435.0,484.0,590
NM_001144915.2,2124,428.5955743879473,66.25959736702558,277,375.0,430.0,480.0,581
NM_001144916.2,2121,430.73644507307876,64.64414809860416,277,384.0,432.0,480.0,581
NM_001144917.2,2118,431.6581680830973,67.2759828718309,277,383.0,431.5,478.75,590
NM_001144918.2,2115,430.8562647754137,64.69589842986903,277,384.0,432.0,480.0,581
NM_001144919.2,2043,429.71610376896723,64.3392748029342,277,382.0,432.0,476.0,581
NM_001178133.2,1302,533.9639016897081,136.6219144373228,145,479.0,561.0,616.0,786
NM_001304717.5,1731,334.14038128249564,147.29700421031754,72,236.0,313.0,389.0,772
NM_001304718.2,621,317.487922705314,57.282536316114,184,283.0,313.0,349.0,442
NM_001320654.2,1782,423.6071829405163,60.275863246365304,277,378.0,427.0,470.0,544
NM_001320658.2,2460,437.07682926829267,67.19764563132372,277,386.0,441.0,486.0,590
NM_001355216.1,2457,671.002035002035,105.94600022315042,350,609.0,687.0,747.0,907
NM_016169.4,1455,553.9766323024055,144.0112740254126,145,490.5,577.0,637.0,843
NM_020630.6,3219,658.46660453557,132.71515261639271,184,583.0,673.0,756.0,907
NM_020975.6,3345,654.2286995515695,132.32611372008805,184,576.0,666.0,752.0,907
NM_022970.3,2469,434.7796678817335,66.81894590108494,277,386.0,438.0,481.0,590
NM_023029.2,2199,430.95679854479306,64.04979472066059,277,384.0,433.0,479.0,581
NM_000051.4,9171,341.3957038490895,74.84259526901144,135,290.0,339.0,388.0,628
NM_001130442.3,570,764.661403508772,101.64028762417722,513,672.25,772.0,859.75,934
NM_001318054.2,333,788.5585585585585,79.27655018960009,607,735.0,777.0,850.0,934
NM_001351834.2,9171,341.3957038490895,74.84259526901144,135,290.0,339.0,388.0,628
NM_001351835.2,339,409.73746312684364,47.219230431459984,318,373.0,412.0,440.0,500
NM_001351836.2,339,409.73746312684364,47.219230431459984,318,373.0,412.0,440.0,500
NM_005343.4,570,764.661403508772,101.64028762417722,513,672.25,772.0,859.75,934
NM_176795.5,513,764.3957115009747,104.09024283499322,513,673.0,763.0,866.0,934
NM_000075.4,912,672.9649122807018,80.00600195098552,449,627.0,676.0,714.0,874
NM_001145337.3,1335,464.8883895131086,79.86953553248574,286,391.0,479.0,525.0,606
NM_001145339.2,1329,469.0609480812641,86.13563687092994,286,392.0,481.0,527.0,798
NM_001145340.3,888,492.44256756756755,72.32785082923478,286,461.0,505.0,550.0,606
NM_001278462.2,966,483.0890269151139,76.25232413809726,286,419.5,500.0,544.0,606
NM_001367990.1,1476,467.5907859078591,78.78804363688498,286,395.0,480.0,528.0,606
NM_001369786.1,570,351.67543859649123,67.5904777475698,191,311.0,354.0,399.75,499
NM_001369787.1,567,313.6490299823633,86.23688671724442,149,228.0,322.0,373.5,499
NM_002392.5,1494,470.6144578313253,84.08182602674128,286,397.25,482.0,528.0,798
NM_004985.5,567,313.6490299823633,86.23688671724442,149,228.0,322.0,373.5,499
NM_006231.4,6861,664.0017490161785,107.29655505095897,232,598.0,668.0,737.0,906
NM_033360.4,570,351.67543859649123,67.5904777475698,191,311.0,354.0,399.75,499
NM_000059.4,10257,365.328848591206,77.49483513670344,236,308.0,346.0,407.0,641
NM_004119.3,2982,438.5050301810865,82.53004784459755,30,398.0,442.0,487.0,672
NM_001014431.2,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_001014432.2,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_001382430.1,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_001382431.1,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_001382432.1,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_001382433.1,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_005163.2,1443,734.7823977823978,96.28590859934509,471,674.0,741.0,802.0,976
NM_001007156.3,1839,431.94834148994016,97.40536573188969,198,359.0,448.0,501.0,641
NM_001012338.3,2520,419.75873015873015,88.21543180683986,162,363.0,411.0,484.0,641
NM_001243101.2,2454,425.05215973920133,82.37808524900323,198,369.0,413.0,485.0,641
NM_001289910.1,1203,751.0822942643391,94.87920708719079,489,687.0,769.0,815.0,932
NM_001290114.2,969,768.2414860681115,89.92682684393502,489,711.0,786.0,826.0,932
NM_001320134.1,1704,445.11619718309856,88.46883395800725,198,378.75,459.0,505.0,641
NM_001320135.2,1854,426.6601941747573,85.0815992642802,233,365.0,414.0,486.0,641
NM_001375810.1,2520,419.75873015873015,88.21543180683986,162,363.0,411.0,484.0,641
NM_001375811.1,2478,424.00121065375305,82.66454577463045,198,367.0,413.0,485.0,641
NM_001375812.1,2454,425.05215973920133,82.37808524900323,198,369.0,413.0,485.0,641
NM_001375813.1,1839,431.94834148994016,97.40536573188969,198,359.0,448.0,501.0,641
NM_001375814.1,1815,433.47438016528923,97.13249955062064,198,362.0,450.0,502.0,641
NM_002168.4,1359,690.5364238410596,206.08976115204823,32,641.0,750.0,810.0,932
NM_002530.4,2478,424.00121065375305,82.66454577463045,198,367.0,413.0,485.0,641
NM_002755.4,1182,530.8815566835872,85.38713660335884,294,473.0,531.0,585.0,710
NM_000548.5,5424,791.1500737463127,104.18086289001415,481,717.0,798.0,874.0,1019
NM_001077183.3,5223,793.7539728125598,103.61110453687866,481,721.0,801.0,876.0,1019
NM_001114382.3,5355,792.7486461251167,103.5145451276559,481,720.0,800.0,875.0,1019
NM_001318827.2,5115,796.1859237536656,103.04398386028485,481,725.0,805.0,877.0,1019
NM_001318829.2,5079,792.140972632408,103.78741780411384,481,719.0,798.0,874.0,1019
NM_001318831.2,4692,796.1630434782609,104.68668348633851,481,724.0,806.0,878.0,1019
NM_001318832.2,5256,793.6544901065449,103.42376642838349,481,721.0,801.0,876.0,1019
NM_001363528.2,5226,793.6375813241485,103.69525980042249,481,720.0,801.0,876.0,1019
NM_001370404.1,5292,792.1024187452759,104.30744730110182,481,718.0,799.0,875.0,1019
NM_001370405.1,5283,791.9511641113004,104.50269839599748,481,717.0,798.0,876.0,1019
NM_021055.3,5295,791.9884796978281,104.38775059355461,481,717.5,798.0,875.0,1019
NM_024675.4,3561,505.2518955349621,64.28792556547987,274,471.0,505.0,544.0,704
NM_000546.6,1182,659.3155668358714,99.1259741859578,403,587.0,666.5,719.0,899
NM_001005862.3,3678,698.5929853181077,111.80298984957471,307,626.0,714.0,776.0,909
NM_001126112.3,1182,659.3155668358714,99.1259741859578,403,587.0,666.5,719.0,899
NM_001126113.3,1041,648.3650336215178,104.95152400780738,403,576.0,651.0,717.0,899
NM_001126114.3,1026,651.6549707602339,103.32739281998145,403,579.0,652.5,717.0,899
NM_001126115.2,786,693.6450381679389,88.12457862318811,465,640.0,701.0,754.0,899
NM_001126116.2,630,689.6698412698413,96.36741863915155,465,621.0,695.0,757.0,899
NM_001126117.2,645,683.4759689922481,101.40213344380659,458,612.0,691.0,756.0,899
NM_001126118.2,1065,673.6976525821597,91.72521814081824,403,618.0,680.0,731.0,899
NM_001142571.2,1047,625.4278892072589,93.93929483647376,387,561.0,613.0,692.5,808
NM_001276695.3,924,663.5551948051948,99.46471134471388,403,596.75,663.5,725.0,899
NM_001276696.3,909,667.5192519251925,96.81213307914479,403,606.0,666.0,726.0,899
NM_001276697.3,705,697.0283687943263,91.08638376675576,465,640.0,706.0,758.0,899
