ID,total_length_of_exons,mean,std,min,25%,50%,75%,max,sample_name
BRAF NM_001374258.1,2424,320.2186468646865,97.278510430014,62,262.0,319.0,376.0,572,PVAL_65_S1
BRAF NM_001378467.1,2313,310.23130134025075,88.74934878113572,62,257.0,315.0,369.0,498,PVAL_65_S1
BRAF NM_001378468.1,2277,298.67369345630215,84.32059853120082,62,251.0,307.0,360.0,498,PVAL_65_S1
BRAF NM_001378469.1,2235,308.46308724832215,89.39210224072433,62,255.0,313.0,366.0,498,PVAL_65_S1
BRAF NM_001378470.1,2202,309.06130790190736,90.5562012781498,62,255.0,312.0,370.0,498,PVAL_65_S1
BRAF NM_001378471.1,2193,305.39306885544914,87.35470516223562,62,254.0,311.0,364.0,492,PVAL_65_S1
BRAF NM_001378472.1,2148,324.31517690875233,72.39129822243272,159,269.0,320.5,372.0,498,PVAL_65_S1
BRAF NM_001378473.1,2145,324.3188811188811,72.508343206616,159,269.0,320.0,371.0,498,PVAL_65_S1
BRAF NM_001378474.1,2136,299.1530898876405,85.90373932914186,0,252.75,307.0,359.0,498,PVAL_65_S1
BRAF NM_001378475.1,2040,305.24460784313726,92.68920826309062,62,251.0,306.0,367.0,498,PVAL_65_S1
BRAF NM_004333.6,2301,310.41199478487613,88.97467502156452,62,257.0,315.0,368.0,498,PVAL_65_S1
BRCA1 NM_007294.4,5592,455.1623748211731,93.77172776407335,314,384.0,421.0,526.0,728,PVAL_65_S1
BRCA1 NM_007297.4,5451,451.71014492753625,92.14713406962285,314,383.0,419.0,512.0,728,PVAL_65_S1
BRCA1 NM_007298.3,2280,543.0442982456141,83.26181770650734,356,477.0,549.0,601.25,728,PVAL_65_S1
BRCA1 NM_007299.4,2100,535.7214285714285,82.23298579172561,356,471.0,543.0,588.0,728,PVAL_65_S1
BRCA1 NM_007300.4,5655,455.08116710875333,93.25594152869155,314,385.0,421.0,525.0,728,PVAL_65_S1
BRCA2 NM_000059.4,10257,365.328848591206,77.49483513670344,236,308.0,346.0,407.0,641,PVAL_65_S1
BRIP1 NM_032043.3,3750,352.2477333333333,71.1407691173192,176,299.0,357.0,396.0,550,PVAL_65_S1
CDK4 NM_000075.4,912,672.9649122807018,80.00600195098552,449,627.0,676.0,714.0,874,PVAL_65_S1
CDKN2A NM_000077.5,471,402.0297239915074,109.25815207779954,222,308.5,369.0,495.5,688,PVAL_65_S1
CDKN2A NM_001195132.2,504,423.5416666666667,133.34136169086676,222,312.0,391.0,510.0,747,PVAL_65_S1
CDKN2A NM_001363763.2,318,399.94025157232704,107.39660664648308,262,313.0,340.5,495.0,688,PVAL_65_S1
CDKN2A NM_058195.4,399,409.62907268170426,103.4565563517025,256,315.5,386.0,509.5,578,PVAL_65_S1
CDKN2A NM_058197.5,351,534.2450142450142,138.1973012841209,222,444.5,583.0,655.0,694,PVAL_65_S1
CHEK2 NM_001005735.2,1761,463.46053378762065,87.26759886035178,273,394.0,472.0,533.0,617,PVAL_65_S1
CHEK2 NM_001257387.2,969,420.4344685242518,69.77141017968661,273,370.0,414.0,473.0,567,PVAL_65_S1
CHEK2 NM_001349956.2,1431,459.22571628232004,80.65230604934672,291,395.0,463.0,529.0,608,PVAL_65_S1
CHEK2 NM_007194.4,1632,461.4319852941176,89.45859518014429,273,388.0,466.0,536.0,617,PVAL_65_S1
CHEK2 NM_145862.2,1545,467.3029126213592,88.21904496400357,273,397.0,475.0,541.0,617,PVAL_65_S1
CTNNB1 NM_001098209.2,2346,294.0818414322251,40.37167559541799,164,270.0,296.0,321.0,379,PVAL_65_S1
CTNNB1 NM_001098210.2,2346,294.0818414322251,40.37167559541799,164,270.0,296.0,321.0,379,PVAL_65_S1
CTNNB1 NM_001330729.2,2325,294.39182795698923,40.367343168242364,164,270.0,297.0,321.0,379,PVAL_65_S1
CTNNB1 NM_001904.4,2346,294.0818414322251,40.37167559541799,164,270.0,296.0,321.0,379,PVAL_65_S1
DDR2 NM_001014796.3,2568,296.565031152648,75.06307214135205,163,242.0,292.0,332.0,532,PVAL_65_S1
DDR2 NM_001354982.2,2568,296.565031152648,75.06307214135205,163,242.0,292.0,332.0,532,PVAL_65_S1
DDR2 NM_001354983.2,2568,296.565031152648,75.06307214135205,163,242.0,292.0,332.0,532,PVAL_65_S1
DDR2 NM_006182.4,2568,296.565031152648,75.06307214135204,163,242.0,292.0,332.0,532,PVAL_65_S1
DPYD NM_000110.4,3078,216.06400259909032,77.74641158677825,101,163.0,191.0,243.75,538,PVAL_65_S1
DPYD NM_001160301.1,522,198.11494252873564,96.61965226761741,120,158.0,178.0,193.0,538,PVAL_65_S1
EGFR NM_001346897.2,3276,555.5619658119658,112.61572357905284,158,480.0,567.0,631.25,774,PVAL_65_S1
EGFR NM_001346898.2,3411,555.7238346525945,111.0153801030561,158,482.0,568.0,630.0,774,PVAL_65_S1
EGFR NM_001346899.2,3498,557.4190966266437,109.15105059357276,158,487.0,575.0,628.0,774,PVAL_65_S1
EGFR NM_001346900.2,3474,568.7538860103627,92.36978690634601,293,502.0,580.0,629.0,774,PVAL_65_S1
EGFR NM_001346941.2,2832,560.9036016949152,108.17304758762769,158,504.75,579.0,625.0,774,PVAL_65_S1
EGFR NM_005228.5,3633,557.5020644095789,107.73152283202073,158,488.0,575.0,626.0,774,PVAL_65_S1
EGFR NM_201282.2,1887,548.3831478537361,119.81607056524395,158,478.0,566.0,630.0,765,PVAL_65_S1
EGFR NM_201283.2,1218,524.3185550082102,128.66033195759536,158,466.25,537.0,616.0,756,PVAL_65_S1
EGFR NM_201284.2,2118,542.1359773371105,115.98394827803128,158,477.0,555.0,618.0,765,PVAL_65_S1
ERBB2 NM_001005862.3,3678,698.5929853181077,111.80298984957471,307,626.0,714.0,776.0,909,PVAL_65_S1
ERBB2 NM_001289936.2,3723,698.0005372011818,111.62538341332754,307,625.0,713.0,776.0,909,PVAL_65_S1
ERBB2 NM_001289937.2,3168,674.5476641414141,118.50012930372645,261,603.0,699.0,755.0,909,PVAL_65_S1
ERBB2 NM_001289938.2,1812,660.8476821192053,105.96839062854873,307,584.75,689.0,739.0,855,PVAL_65_S1
ERBB2 NM_001382782.1,3678,698.5929853181077,111.80298984957471,307,626.0,714.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382783.1,3678,698.5929853181077,111.80298984957471,307,626.0,714.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382784.1,3885,670.4885456885457,167.3814248512744,0,606.0,707.0,772.0,909,PVAL_65_S1
ERBB2 NM_001382785.1,3870,674.1627906976744,158.0649802432112,23,608.0,707.0,772.0,909,PVAL_65_S1
ERBB2 NM_001382786.1,3849,669.8578851649779,167.91945901224486,0,605.0,706.0,771.0,909,PVAL_65_S1
ERBB2 NM_001382787.1,3843,685.8142076502733,126.55209368682146,242,610.0,708.0,773.0,909,PVAL_65_S1
ERBB2 NM_001382788.1,3798,688.4726171669299,124.31868434964426,261,614.0,709.0,773.75,909,PVAL_65_S1
ERBB2 NM_001382789.1,3789,690.4484032726313,121.02148521892053,261,615.0,710.0,774.0,909,PVAL_65_S1
ERBB2 NM_001382790.1,3765,691.457636122178,120.64882433418228,261,617.0,711.0,775.0,909,PVAL_65_S1
ERBB2 NM_001382791.1,3759,691.6209098164405,120.76488841854707,261,617.0,711.0,775.0,909,PVAL_65_S1
ERBB2 NM_001382792.1,3732,690.7642015005359,121.23719250837112,261,616.0,710.5,774.0,909,PVAL_65_S1
ERBB2 NM_001382793.1,3726,690.5126140633387,121.17208009770695,261,616.0,710.0,773.0,909,PVAL_65_S1
ERBB2 NM_001382794.1,3726,691.2479871175524,121.46226619835963,261,616.0,711.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382795.1,3720,691.9204301075268,121.5119087832657,261,616.0,712.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382796.1,3681,692.4675359956534,121.11237188013645,261,618.0,712.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382797.1,3669,690.1850640501499,122.22101445519694,261,614.0,709.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382798.1,3612,686.9568106312292,120.11605583178486,261,613.0,708.0,770.0,903,PVAL_65_S1
ERBB2 NM_001382799.1,3588,690.9623745819398,123.11428132931637,261,614.0,712.0,778.0,909,PVAL_65_S1
ERBB2 NM_001382800.1,3582,691.0896147403685,122.65195879966254,261,616.0,711.0,776.0,909,PVAL_65_S1
ERBB2 NM_001382801.1,3564,687.6360830527498,120.76549390693228,261,612.0,709.0,771.0,903,PVAL_65_S1
ERBB2 NM_001382802.1,3510,688.351282051282,122.98605929384854,261,613.0,708.0,773.0,909,PVAL_65_S1
ERBB2 NM_001382803.1,3126,673.486884197057,118.65364043265029,261,601.0,698.0,755.0,909,PVAL_65_S1
ERBB2 NM_001382804.1,2940,691.9598639455783,129.1146775301214,261,609.75,711.0,786.0,909,PVAL_65_S1
ERBB2 NM_001382805.1,2817,679.6911608093717,123.6219799674553,261,606.0,701.0,764.0,903,PVAL_65_S1
ERBB2 NM_001382806.1,2730,701.054945054945,126.92550646488453,261,623.0,722.5,794.0,909,PVAL_65_S1
ERBB2 NM_004448.4,3768,691.214702760085,120.90756627283258,261,616.0,711.0,775.0,909,PVAL_65_S1
ESR1 NM_000125.4,1788,379.1185682326622,125.20110038012132,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001122740.2,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001122741.2,1788,379.1185682326622,125.20110038012132,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001122742.2,1788,379.1185682326622,125.20110038012133,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001291230.2,1794,378.4515050167224,125.52111183104611,101,260.0,399.5,474.0,641,PVAL_65_S1
ESR1 NM_001291241.2,1785,379.2408963585434,125.27070332405624,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001328100.2,933,318.10610932475885,100.55868877192466,112,237.0,324.0,403.0,488,PVAL_65_S1
ESR1 NM_001385568.1,1788,379.1185682326622,125.20110038012132,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001385569.1,1788,379.1185682326622,125.20110038012132,101,261.0,400.0,474.0,641,PVAL_65_S1
ESR1 NM_001385570.1,1401,356.8600999286224,129.4085848874078,101,253.0,371.0,453.0,641,PVAL_65_S1
ESR1 NM_001385571.1,1401,356.8600999286224,129.4085848874078,101,253.0,371.0,453.0,641,PVAL_65_S1
ESR1 NM_001385572.1,1401,356.8600999286224,129.4085848874078,101,253.0,371.0,453.0,641,PVAL_65_S1
FGFR1 NM_001174063.2,2463,615.4510759236704,94.01696671516473,367,551.0,618.0,692.0,815,PVAL_65_S1
FGFR1 NM_001174064.2,2439,619.59942599426,91.3740512580717,367,559.0,621.0,693.0,815,PVAL_65_S1
FGFR1 NM_001174065.2,2463,615.0580592773041,94.8000218886616,332,551.0,618.0,692.0,815,PVAL_65_S1
FGFR1 NM_001174066.2,2202,611.6525885558583,93.0293130176151,332,550.0,614.0,685.0,815,PVAL_65_S1
FGFR1 NM_001174067.2,2562,612.8965651834504,94.37555638108218,332,549.0,616.0,690.0,815,PVAL_65_S1
FGFR1 NM_001354367.2,2493,603.4689129562776,92.71082616189997,332,541.0,607.0,677.0,815,PVAL_65_S1
FGFR1 NM_001354368.2,2190,612.6616438356165,92.08142928927265,367,551.0,614.0,685.0,815,PVAL_65_S1
FGFR1 NM_001354369.2,2487,604.0880579010857,91.95899982580309,367,541.0,607.0,677.0,815,PVAL_65_S1
FGFR1 NM_001354370.2,2226,598.9982030548068,90.09217749731515,332,539.0,604.0,663.75,815,PVAL_65_S1
FGFR1 NM_015850.4,2463,615.0580592773041,94.8000218886616,332,551.0,618.0,692.0,815,PVAL_65_S1
FGFR1 NM_023105.3,2202,611.6525885558583,93.0293130176151,332,550.0,614.0,685.0,815,PVAL_65_S1
FGFR1 NM_023106.3,2196,611.9353369763206,92.99849563495505,332,550.0,614.0,685.0,815,PVAL_65_S1
FGFR1 NM_023110.3,2469,614.7982989064399,94.83109943536294,332,550.0,618.0,692.0,815,PVAL_65_S1
FGFR2 NM_000141.5,2466,436.9586374695864,67.15905790910183,277,386.0,441.0,486.0,590,PVAL_65_S1
FGFR2 NM_001144913.1,2310,436.26666666666665,67.6934013995583,277,386.0,441.0,483.0,590,PVAL_65_S1
FGFR2 NM_001144914.1,2130,435.28028169014084,69.0554731428787,277,384.0,435.0,484.0,590,PVAL_65_S1
FGFR2 NM_001144915.2,2124,428.5955743879473,66.25959736702558,277,375.0,430.0,480.0,581,PVAL_65_S1
FGFR2 NM_001144916.2,2121,430.73644507307876,64.64414809860416,277,384.0,432.0,480.0,581,PVAL_65_S1
FGFR2 NM_001144917.2,2118,431.6581680830973,67.27598287183089,277,383.0,431.5,478.75,590,PVAL_65_S1
FGFR2 NM_001144918.2,2115,430.8562647754137,64.69589842986903,277,384.0,432.0,480.0,581,PVAL_65_S1
FGFR2 NM_001144919.2,2043,429.71610376896723,64.3392748029342,277,382.0,432.0,476.0,581,PVAL_65_S1
FGFR2 NM_001320654.2,1782,423.6071829405163,60.275863246365304,277,378.0,427.0,470.0,544,PVAL_65_S1
FGFR2 NM_001320658.2,2460,437.07682926829267,67.19764563132372,277,386.0,441.0,486.0,590,PVAL_65_S1
FGFR2 NM_022970.3,2469,434.7796678817335,66.81894590108494,277,386.0,438.0,481.0,590,PVAL_65_S1
FGFR2 NM_023029.2,2199,430.95679854479306,64.04979472066059,277,384.0,433.0,479.0,581,PVAL_65_S1
FGFR3 NM_000142.5,2421,710.580751755473,168.3541886498924,108,630.0,728.0,826.0,1076,PVAL_65_S1
FGFR3 NM_001163213.2,2427,701.1104243922538,169.3746370800867,108,616.0,713.0,818.0,1076,PVAL_65_S1
FGFR3 NM_001354809.2,2424,710.4781353135313,168.27533895138686,108,628.75,728.0,826.0,1076,PVAL_65_S1
FGFR3 NM_001354810.2,2379,710.4476670870114,170.00494258207576,108,624.0,732.0,828.0,1076,PVAL_65_S1
FGFR3 NM_022965.4,2085,707.0345323741008,176.6211278394105,108,628.0,719.0,835.0,1076,PVAL_65_S1
FLT3 NM_004119.3,2982,438.5050301810865,82.53004784459755,30,398.0,442.0,487.0,672,PVAL_65_S1
GNA11 NM_002067.5,1080,654.0203703703704,160.338629006456,173,593.75,703.0,772.0,846,PVAL_65_S1
GNAQ NM_002072.5,1080,302.0351851851852,104.1701336298756,142,215.75,301.0,345.0,604,PVAL_65_S1
GNAS NM_000516.7,1185,527.2345991561182,136.6165933018418,112,495.0,559.0,605.0,728,PVAL_65_S1
GNAS NM_001077488.5,1188,527.0521885521886,136.4921553745058,112,494.0,559.0,605.0,728,PVAL_65_S1
GNAS NM_001077489.4,1140,525.7701754385965,139.07020916827557,112,492.0,558.0,606.0,728,PVAL_65_S1
GNAS NM_001077490.3,1881,694.0962254120149,192.6511945382678,187,594.0,728.0,867.0,952,PVAL_65_S1
GNAS NM_001309840.2,1008,569.2043650793651,72.80754992111083,390,525.0,566.0,608.0,728,PVAL_65_S1
GNAS NM_001309842.2,264,377.7234848484849,188.14401504415474,112,209.0,243.0,570.0,626,PVAL_65_S1
GNAS NM_001309861.2,1008,569.2043650793651,72.80754992111083,390,525.0,566.0,608.0,728,PVAL_65_S1
GNAS NM_001309883.1,1881,694.0962254120149,192.6511945382678,187,594.0,728.0,867.0,952,PVAL_65_S1
GNAS NM_016592.5,738,706.4552845528456,110.11198829033717,419,602.0,727.0,810.0,870,PVAL_65_S1
GNAS NM_080425.4,3114,653.5317919075145,169.30917187277396,187,557.0,648.0,753.0,952,PVAL_65_S1
GNAS NM_080426.4,1143,525.5844269466317,138.93477536709239,112,491.0,558.0,606.0,728,PVAL_65_S1
HRAS NM_001130442.3,570,764.661403508772,101.6402876241772,513,672.25,772.0,859.75,934,PVAL_65_S1
HRAS NM_001318054.2,333,788.5585585585585,79.27655018960009,607,735.0,777.0,850.0,934,PVAL_65_S1
HRAS NM_005343.4,570,764.661403508772,101.6402876241772,513,672.25,772.0,859.75,934,PVAL_65_S1
HRAS NM_176795.5,513,764.3957115009747,104.0902428349932,513,673.0,763.0,866.0,934,PVAL_65_S1
IDH1 NM_001282386.1,1245,420.22008032128514,65.95293129418732,252,373.0,420.0,468.0,573,PVAL_65_S1
IDH1 NM_001282387.1,1245,420.22008032128514,65.95293129418732,252,373.0,420.0,468.0,573,PVAL_65_S1
IDH1 NM_005896.4,1245,420.22008032128514,65.95293129418732,252,373.0,420.0,468.0,573,PVAL_65_S1
IDH2 NM_001289910.1,1203,751.0822942643391,94.87920708719079,489,687.0,769.0,815.0,932,PVAL_65_S1
IDH2 NM_001290114.2,969,768.2414860681115,89.92682684393502,489,711.0,786.0,826.0,932,PVAL_65_S1
IDH2 NM_002168.4,1359,690.5364238410596,206.08976115204825,32,641.0,750.0,810.0,932,PVAL_65_S1
KIT NM_000222.3,2931,279.8788809280109,78.585003221397,143,225.0,263.0,333.0,600,PVAL_65_S1
KIT NM_001093772.2,2919,280.07125727989035,78.68744004519137,143,225.0,263.0,333.5,600,PVAL_65_S1
KIT NM_001385284.1,2934,279.75426039536467,78.6413824761384,143,225.0,263.0,333.0,600,PVAL_65_S1
KIT NM_001385285.1,2928,280.00648907103823,78.52398804548645,143,225.0,263.0,333.0,600,PVAL_65_S1
KIT NM_001385286.1,2916,280.19958847736626,78.62604424393868,143,225.0,263.5,334.0,600,PVAL_65_S1
KIT NM_001385288.1,2922,279.94592744695416,78.74417745609804,143,225.0,263.0,333.0,600,PVAL_65_S1
KIT NM_001385290.1,2931,279.8816103718867,78.58073372589936,143,225.0,263.0,333.0,600,PVAL_65_S1
KIT NM_001385292.1,2919,280.0739979445015,78.68315186931125,143,225.0,263.0,333.5,600,PVAL_65_S1
KRAS NM_001369786.1,570,351.67543859649123,67.5904777475698,191,311.0,354.0,399.75,499,PVAL_65_S1
KRAS NM_001369787.1,567,313.6490299823633,86.23688671724442,149,228.0,322.0,373.5,499,PVAL_65_S1
KRAS NM_004985.5,567,313.6490299823633,86.23688671724442,149,228.0,322.0,373.5,499,PVAL_65_S1
KRAS NM_033360.4,570,351.67543859649123,67.5904777475698,191,311.0,354.0,399.75,499,PVAL_65_S1
MAP2K1 NM_002755.4,1182,530.8815566835872,85.38713660335884,294,473.0,531.0,585.0,710,PVAL_65_S1
MAP2K2 NM_030662.4,1203,684.3208645054032,147.50160648410503,186,615.0,726.0,790.0,902,PVAL_65_S1
MDM2 NM_001145337.3,1335,464.8883895131086,79.86953553248574,286,391.0,479.0,525.0,606,PVAL_65_S1
MDM2 NM_001145339.2,1329,469.0609480812641,86.13563687092994,286,392.0,481.0,527.0,798,PVAL_65_S1
MDM2 NM_001145340.3,888,492.44256756756755,72.32785082923478,286,461.0,505.0,550.0,606,PVAL_65_S1
MDM2 NM_001278462.2,966,483.0890269151139,76.25232413809726,286,419.5,500.0,544.0,606,PVAL_65_S1
MDM2 NM_001367990.1,1476,467.5907859078591,78.78804363688498,286,395.0,480.0,528.0,606,PVAL_65_S1
MDM2 NM_002392.5,1494,470.6144578313253,84.08182602674128,286,397.25,482.0,528.0,798,PVAL_65_S1
MET NM_000245.4,4173,268.4704049844237,58.74485676476247,147,233.0,253.0,296.0,451,PVAL_65_S1
MET NM_001127500.3,4227,267.77099597823513,58.72696318915593,147,232.0,253.0,294.0,451,PVAL_65_S1
MET NM_001324401.3,2805,242.79536541889482,37.32812509192218,146,223.0,244.0,256.0,377,PVAL_65_S1
MET NM_001324402.2,2883,283.3257023933403,63.3450865341008,158,242.5,263.0,324.0,451,PVAL_65_S1
MLH1 NM_000249.4,2271,439.257155438133,80.78705849282126,191,380.0,441.0,501.0,629,PVAL_65_S1
MLH1 NM_001167617.3,1977,433.8548305513404,77.18964676035235,191,378.0,437.0,495.0,629,PVAL_65_S1
MLH1 NM_001167618.3,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001167619.3,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001258271.2,2064,440.7529069767442,83.57326450062479,191,378.0,445.0,504.0,629,PVAL_65_S1
MLH1 NM_001258273.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001258274.3,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001354615.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001354616.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001354617.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001354618.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001354619.2,1548,425.78229974160206,77.49761818394276,191,372.0,429.5,480.25,629,PVAL_65_S1
MLH1 NM_001354620.2,1977,433.8548305513404,77.18964676035233,191,378.0,437.0,495.0,629,PVAL_65_S1
MLH1 NM_001354621.2,1248,412.7564102564103,68.94192870710546,191,362.0,424.0,459.0,539,PVAL_65_S1
MLH1 NM_001354622.2,1248,412.7564102564103,68.94192870710546,191,362.0,424.0,459.0,539,PVAL_65_S1
MLH1 NM_001354623.2,1248,412.7564102564103,68.94192870710546,191,362.0,424.0,459.0,539,PVAL_65_S1
MLH1 NM_001354624.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539,PVAL_65_S1
MLH1 NM_001354625.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539,PVAL_65_S1
MLH1 NM_001354626.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539,PVAL_65_S1
MLH1 NM_001354627.2,1197,419.1528822055138,62.026352572988586,277,372.0,427.0,462.0,539,PVAL_65_S1
MLH1 NM_001354628.2,2178,438.46831955922863,82.18759229955002,191,378.0,439.0,502.0,629,PVAL_65_S1
MLH1 NM_001354629.2,2172,443.3448434622468,79.69640318097609,191,383.0,446.0,503.0,629,PVAL_65_S1
MLH1 NM_001354630.2,2106,437.5018993352327,82.76436084643893,191,377.0,438.0,502.0,629,PVAL_65_S1
MSH2 NM_000251.3,2805,453.11479500891267,109.76951770469316,239,378.0,438.0,499.0,753,PVAL_65_S1
MSH2 NM_001258281.1,2607,446.367472190257,110.21561224489902,239,372.0,432.0,485.0,753,PVAL_65_S1
MSH6 NM_000179.3,4083,393.7229977957384,69.74143417643862,201,360.5,408.0,433.0,625,PVAL_65_S1
MSH6 NM_001281492.2,3693,386.2434335228811,61.405967877041775,201,353.0,405.0,429.0,501,PVAL_65_S1
MSH6 NM_001281493.2,3177,387.1057601510859,60.64509545050318,201,366.0,405.0,429.0,501,PVAL_65_S1
MSH6 NM_001281494.2,3177,387.1057601510859,60.64509545050318,201,366.0,405.0,429.0,501,PVAL_65_S1
MUTYH NM_001048171.2,1566,725.8761174968072,96.99680824363902,488,660.0,714.0,790.0,971,PVAL_65_S1
MUTYH NM_001048172.2,1569,725.6602931803696,97.02974617624348,488,660.0,713.0,790.0,971,PVAL_65_S1
MUTYH NM_001048173.2,1566,725.8761174968072,96.99680824363902,488,660.0,714.0,790.0,971,PVAL_65_S1
MUTYH NM_001048174.2,1566,725.8761174968072,96.99680824363902,488,660.0,714.0,790.0,971,PVAL_65_S1
MUTYH NM_001128425.2,1650,718.4933333333333,100.70769723809495,444,650.0,704.0,783.0,971,PVAL_65_S1
MUTYH NM_001293190.2,1611,723.058348851645,97.08768693065721,488,654.0,708.0,787.0,971,PVAL_65_S1
MUTYH NM_001293191.2,1599,722.4202626641651,99.11480424339396,482,655.0,710.0,787.5,971,PVAL_65_S1
MUTYH NM_001293192.2,1290,742.1875968992248,95.7352609407507,490,674.0,735.0,819.0,971,PVAL_65_S1
MUTYH NM_001293195.2,1566,725.8761174968072,96.99680824363902,488,660.0,714.0,790.0,971,PVAL_65_S1
MUTYH NM_001293196.2,1290,742.1875968992248,95.73526094075072,490,674.0,735.0,819.0,971,PVAL_65_S1
